precision,recall,f1,support,dp_violation,eopp_violation
0.6,0.3,0.4,,0.1736111111111111,0.8142857142857143
0.0,0.0,0.0,,0.0,0.0
0.0,0.0,0.0,,0.0,0.0
0.8333333333333334,0.5714285714285714,0.6779661016949152,,0.6135687229437229,0.9666666666666666
0.8461538461538461,0.4583333333333333,0.5945945945945945,,0.5526870389884089,
0.5263157894736842,0.2702702702702703,0.35714285714285715,,0.16557168321874205,0.1995631995631996
0.4852941176470588,0.4647887323943662,0.4748201438848921,,0.47577784801236134,
0.48148148148148145,0.43820224719101125,0.4588235294117647,,0.5969375493528342,0.5753781512605042
0.6351351351351351,0.3790322580645161,0.4747474747474748,,0.3485244147998993,0.5321033415703822
0.54,0.3103448275862069,0.39416058394160586,,0.2994902495241121,
0.6296296296296297,0.30357142857142855,0.4096385542168675,,0.10040340531241927,
0.46153846153846156,0.12244897959183673,0.1935483870967742,,0.1314099456594505,0.2647392290249433
0.6923076923076923,0.3698630136986301,0.48214285714285715,,0.20228411140052094,0.5183080808080808
0.7843137254901961,0.35398230088495575,0.4878048780487805,,0.26527070897141336,0.6839885777938876
0.6666666666666666,0.40875912408759124,0.5067873303167421,,0.2304160125588697,0.6598290598290599
0.5454545454545454,0.2222222222222222,0.3157894736842105,,0.22394057905909504,1.0198412698412698
0.65,0.22807017543859648,0.33766233766233766,,0.06900856195251812,0.26951951951951947
0.5789473684210527,0.11,0.18487394957983191,,0.17036799645495296,0.26282051282051283
0.5777777777777777,0.2736842105263158,0.37142857142857144,,0.3214030626821324,0.6881110934940013
