precision,recall,f1,support,dp_violation,eopp_violation
0.4869109947643979,0.3549618320610687,0.4105960264900662,,0.2834483284009686,0.5063956587076759
0.0,0.0,0.0,,0.0,0.0
0.0,0.0,0.0,,0.0,0.0
0.65625,0.3103448275862069,0.42140468227424754,,0.6073160954650895,1.287662350360225
0.631578947368421,0.23880597014925373,0.34657039711191334,,0.2587545258404156,0.5355624332287636
0.4583333333333333,0.21568627450980393,0.2933333333333333,,1.0963205764970052,
0.5360824742268041,0.2826086956521739,0.3701067615658363,,0.3369172344610438,0.6140256115061687
0.575,0.34673366834170855,0.43260188087774293,,0.2543073976980083,0.3758046538168235
0.6842105263157895,0.27896995708154504,0.39634146341463417,,0.4265718851246591,0.8061537101710038
0.5774647887323944,0.25153374233128833,0.35042735042735046,,0.2976754385446824,0.6003796310260959
0.65,0.2785714285714286,0.39,,0.3580921208063925,
0.5609756097560976,0.21296296296296297,0.3087248322147651,,0.30028419503299586,
0.7096774193548387,0.2972972972972973,0.41904761904761906,,0.46931559960237107,
0.625,0.291970802919708,0.39800995024875624,,0.3590188739288066,
0.6883116883116883,0.3680555555555556,0.4796380090497737,,0.25157934211708877,0.5497637650810993
0.5,0.21481481481481482,0.3005181347150259,,0.3117281640433739,
0.5416666666666666,0.22807017543859648,0.32098765432098764,,0.8473482819559905,1.0528260184858986
0.4444444444444444,0.12121212121212122,0.19047619047619047,,0.1720986797912778,0.4443498458255624
0.6216216216216216,0.24210526315789474,0.3484848484848485,,0.2662725620256064,
