precision,recall,f1,support,dp_violation,eopp_violation
0.4869109947643979,0.3549618320610687,0.4105960264900662,,0.580523583190373,0.793227930485171
0.0,0.0,0.0,,0.0,0.0
0.0,0.0,0.0,,0.0,0.0
0.6019417475728155,0.3054187192118227,0.40522875816993464,,0.5606405365454181,
0.6027397260273972,0.21890547263681592,0.32116788321167883,,0.1556001061258832,0.2281077923941213
0.5227272727272727,0.22549019607843138,0.31506849315068497,,0.08582174987136842,0.5028828197945845
0.5842696629213483,0.2826086956521739,0.38095238095238093,,0.2894913379333003,
0.6194690265486725,0.35175879396984927,0.4487179487179487,,0.1547827859935088,0.357733163348195
0.5961538461538461,0.26609442060085836,0.36795252225519287,,1.150144664274896,1.3080751852009236
0.5333333333333333,0.24539877300613497,0.3361344537815126,,0.6720926149780471,
0.6545454545454545,0.2571428571428571,0.3692307692307692,,0.2614271330422716,0.4035188809161411
0.5,0.21296296296296297,0.2987012987012987,,0.29764654603097246,0.43441632773636757
0.7142857142857143,0.33783783783783783,0.4587155963302752,,0.5402785720324023,
0.6206896551724138,0.26277372262773724,0.36923076923076925,,1.103977670852671,1.308287851634626
0.7571428571428571,0.3680555555555556,0.4953271028037383,,0.30273228563551147,0.7103203083466241
0.5263157894736842,0.2222222222222222,0.3125,,0.3843652913678465,0.4991663163794312
0.4791666666666667,0.20175438596491227,0.2839506172839506,,1.3019196817425787,1.6962962962962962
0.5,0.12121212121212122,0.1951219512195122,,0.19694409678765123,0.4593844852465542
0.6571428571428571,0.24210526315789474,0.35384615384615387,,0.19524221720450768,0.6303061575507396
