precision,recall,f1,support,dp_violation,eopp_violation
0.5555555555555556,0.25,0.3448275862068966,,0.48819444444444443,0.4357142857142857
0.0,0.0,0.0,,0.0,0.0
0.0,0.0,0.0,,0.0,0.0
1.0,0.05714285714285714,0.1081081081081081,,0.06644570707070707,0.16428571428571428
1.0,0.041666666666666664,0.07999999999999999,,0.0971227518708364,
0.5333333333333333,0.21621621621621623,0.3076923076923077,,0.1468487394957983,0.4232869232869233
0.48,0.16901408450704225,0.25,,0.08183645877229946,
0.4146341463414634,0.19101123595505617,0.2615384615384615,,0.13784606405370645,0.18600840336134453
0.6533333333333333,0.3951612903225806,0.492462311557789,,0.27090000359569955,0.5037879293840023
0.5833333333333334,0.2413793103448276,0.34146341463414637,,0.1842682474784213,
0.5102040816326531,0.44642857142857145,0.4761904761904762,,0.18764289561475342,
0.4230769230769231,0.22448979591836735,0.29333333333333333,,0.3545847818760186,0.5124716553287982
0.75,0.2054794520547945,0.32258064516129037,,0.10424764576237228,0.2676767676767676
0.6,0.26548672566371684,0.36809815950920244,,0.2820099577465902,0.5276434479974303
0.6666666666666666,0.072992700729927,0.13157894736842105,,0.054214326363435456,0.11025641025641027
0.21428571428571427,0.022222222222222223,0.040268456375838924,,0.056897356622536976,0.16825396825396824
0.5769230769230769,0.13157894736842105,0.2142857142857143,,0.3380724716022403,0.4794794794794795
0.625,0.1,0.1724137931034483,,0.14569609134826525,0.24102564102564103
0.4230769230769231,0.23157894736842105,0.29931972789115646,,0.3592901834180904,0.8035383964906717
