precision,recall,f1,support,dp_violation,eopp_violation
0.5714285714285714,0.015267175572519083,0.029739776951672858,,0.03408013822347528,0.08537503741954797
0.0,0.0,0.0,,0.0,0.0
0.0,0.0,0.0,,0.0,0.0
0.5862068965517241,0.16748768472906403,0.26053639846743293,,0.22465451064453257,
0.6304347826086957,0.14427860696517414,0.2348178137651822,,0.10468952819172968,0.23710298584136294
0.3333333333333333,0.058823529411764705,0.1,,0.09715094898722,0.31090686274509804
0.6410256410256411,0.1358695652173913,0.2242152466367713,,0.1612075643654591,
0.631578947368421,0.24120603015075376,0.3490909090909091,,0.08372926759059679,0.20488655252692828
0.6617647058823529,0.19313304721030042,0.2990033222591362,,0.3115713115975327,0.5264393105977265
1.0,0.006134969325153374,0.012195121951219513,,0.013051314673452077,
0.4782608695652174,0.07857142857142857,0.1349693251533742,,0.2125433866194349,0.26054124084946007
0.3333333333333333,0.009259259259259259,0.018018018018018018,,0.03410388666061371,0.07539682539682539
0.8,0.02702702702702703,0.05228758169934641,,0.03635315256137546,
0.5333333333333333,0.058394160583941604,0.10526315789473684,,0.5986298798798798,0.7296915469743349
0.5217391304347826,0.08333333333333333,0.1437125748502994,,0.09226357871519161,0.18972431077694235
0.5,0.1037037037037037,0.17177914110429446,,0.26140307579145006,0.5762925598991173
0.4074074074074074,0.09649122807017543,0.15602836879432624,,0.30756822729890826,0.512808164201353
0.0,0.0,0.0,,0.0,0.0
0.0,0.0,0.0,,0.0,0.0
