0.2811,0.1580,0.0065
0.2802,0.1538,0.0019
0.2822,0.1574,0.0026
0.2826,0.1561,0.0083
0.2797,0.1596,0.0039
0.2819,0.1534,0.0070
0.2828,0.1531,0.0006
0.2756,0.1550,0.0082
0.2804,0.1555,0.0038
0.2839,0.1592,0.0042
0.2805,0.1510,0.0071
0.2715,0.1594,0.0007
0.2876,0.1545,0.0060
0.2869,0.1568,0.0044
0.2845,0.1546,0.0033
0.2837,0.1500,0.0073
0.2840,0.1576,0.0006
0.2836,0.1524,0.0025
0.2818,0.1530,0.0002
0.2881,0.1627,0.0037
