0.0817,0.0456,0.0019
0.0833,0.0461,0.0008
0.0792,0.0000,0.0125
0.0863,0.0461,0.0067
0.0852,0.0509,0.0169
0.0868,0.0506,0.0092
0.0817,0.0435,0.0062
0.0843,0.0433,0.0166
0.0914,0.0000,0.0184
0.0840,0.0458,0.0031
0.0845,0.0470,0.0022
0.0853,0.0484,0.0095
0.0817,0.0460,0.0077
0.0856,0.0488,0.0031
0.0838,0.0481,0.0070
0.0842,0.0469,0.0030
0.0819,0.0433,0.0055
0.0904,0.0000,0.0031
0.0852,0.0499,0.0065
0.0843,0.0486,0.0070
