0.4402,0.3360,0.0130
0.4409,0.3296,0.0001
0.4379,0.3101,0.0047
0.4373,0.3160,0.0102
0.4351,0.3393,0.0073
0.4266,0.3296,0.0100
0.4425,0.3333,0.0144
0.4425,0.3269,0.0120
0.4394,0.3187,0.0024
0.4360,0.3317,0.0036
0.4436,0.3274,0.0131
0.4413,0.3393,0.0046
0.4390,0.3214,0.0042
0.4400,0.3290,0.0081
0.4441,0.3387,0.0047
0.4441,0.3404,0.0077
0.4410,0.3436,0.0012
0.4384,0.3220,0.0012
0.4388,0.3128,0.0047
0.4407,0.3241,0.0011
